attitude_max_roll,attitude_max_pitch,attitude_max_yaw,gravity_max_x,gravity_max_y,gravity_max_z,rotationRate_max_x,rotationRate_max_y,rotationRate_max_z,userAcceleration_max_x,userAcceleration_max_y,userAcceleration_max_z,attitude_sum_roll,attitude_sum_pitch,attitude_sum_yaw,gravity_sum_x,gravity_sum_y,gravity_sum_z,rotationRate_sum_x,rotationRate_sum_y,rotationRate_sum_z,userAcceleration_sum_x,userAcceleration_sum_y,attitude_min_roll,attitude_min_pitch,attitude_min_yaw,gravity_min_x,gravity_min_y,gravity_min_z,rotationRate_min_x,rotationRate_min_y,rotationRate_min_z,userAcceleration_min_x,userAcceleration_min_y,userAcceleration_min_z,attitude_sumSS_roll,attitude_sumSS_pitch,attitude_sumSS_yaw,gravity_sumSS_x,gravity_sumSS_y,gravity_sumSS_z,rotationRate_sumSS_x,rotationRate_sumSS_y,rotationRate_sumSS_z,userAcceleration_sumSS_x,userAcceleration_sumSS_y,userAcceleration_sumSS_z,attitude_std_roll,attitude_std_pitch,attitude_std_yaw,gravity_std_x,gravity_std_y,gravity_std_z,rotationRate_std_x,rotationRate_std_y,rotationRate_std_z,userAcceleration_std_x,userAcceleration_std_y,attitude_skew_pitch,attitude_skew_roll,attitude_skew_yaw,gravity_skew_x,gravity_skew_y,gravity_skew_z,rotationRate_skew_x,rotationRate_skew_y,rotationRate_skew_z,userAcceleration_skew_x,Activities_Types
2.949249,-1.071327,3.131023,0.362558,0.991212,0.420451,5.042768,6.597191,2.352303,0.854332,4.682241,1.376452,1.885412315,-1.223134565,-0.901444945,0.21541461,0.936907405,0.05817211,0.01823911,0.003834675,-0.093346275,-0.13404201,0.054542815,0.684488,-1.438123,-3.13965,0.05974,0.877837,-0.358986,-4.064316,-3.660321,-2.469766,-1.111878,-2.017928,-1.448517,4.137862906,1.484210274,4.193387475,0.047292549,0.880795444,0.075990812,2.532849406,1.450531826,0.308232609,0.071726384,0.218766275,0.128030953,0.823985811,0.083521383,2.004854576,0.082447833,0.028022237,0.25529422,2.010267182,1.874387511,0.879650252,0.345987826,0.723621344,-0.191289014,-0.18103927,1.119377546,-0.00940638,-0.254694664,-0.23620659,-0.016689424,1.03621722,0.389320905,0.499754324,4
2.398466,-0.357541,3.114986,0.478561,0.977147,0.223271,3.960687,6.528554,2.386172,0.64767,1.537729,0.896203,1.16615141,-1.050879125,-0.824264055,0.3058099,0.84726715,-0.223539345,0.311119645,0.65716231,0.069791195,0.01589206,0.01704794,-0.025711,-1.356599,-3.038105,-0.023142,0.349972,-0.936739,-2.639889,-3.980208,-1.428666,-0.706879,-0.559466,-0.72872,1.467321734,1.268437965,5.083320793,0.105643104,0.815057776,0.038258861,1.352800452,1.036305361,0.215420774,0.023794416,0.035756329,0.022252806,0.672508085,0.22699292,2.04532167,0.104534002,0.139470019,0.330100452,1.59417064,1.993626244,0.768311796,0.25129437,0.336748866,1.337752909,-0.029849489,0.968392741,-1.388249761,-1.970682968,-0.531622906,0.457640682,0.13162709,0.757110777,-0.017218035,3
0.586218,-0.675253,0.083068,0.428597,0.632285,-0.645384,0.017939,0.021423,0.05363,0.017323,0.067388,0.023328,0.578610335,-0.678514905,0.08025241,0.425727125,0.62763561,-0.65177965,0.00038928,0.00089361,0.00027454,-0.01121255,0.029849715,0.575271,-0.684499,0.07677,0.424028,0.625095,-0.654267,-0.015173,-0.019974,-0.014645,-0.092172,0.006323,0.002201,0.333410392,0.458982538,0.006443514,0.180937935,0.392920237,0.426300609,2.62E-05,4.25E-05,1.22E-05,0.000116467,0.000890157,8.88E-05,0.002918871,0.002481797,0.001708588,0.001165262,0.001930169,0.002495614,0.006857586,0.009011079,0.006216665,0.006546245,0.003936292,-1.012987214,1.044732181,-0.08221197,0.621398197,1.010303018,1.137711967,0.068339345,0.309372764,2.960176625,-9.328345576,5
0.799179,-0.855773,2.935047,0.225368,0.996665,0.058141,4.135331,2.13191,2.23724,0.863013,1.421747,0.739157,0.08303374,-1.21697779,1.90883499,0.055084495,0.926175625,-0.31966418,-0.081557215,-0.386854995,0.1657251,0.027982815,-0.00036595,-2.073236,-1.489106,-0.780667,-0.109971,0.755078,-0.650905,-2.895432,-5.081115,-1.416174,-0.73451,-0.766127,-0.502291,0.060440939,1.573019623,5.274107576,0.005892541,0.903071111,0.081872253,0.897988642,0.40433661,0.173088377,0.022925432,0.068426601,0.014576564,0.538432193,0.160709823,0.867054135,0.078898245,0.062088989,0.164575406,1.504283617,1.157754037,0.70072545,0.244706523,0.40799971,0.483089533,-2.491974934,-1.493304227,-0.339133297,-1.065270416,-0.031395181,0.763011076,-0.938310285,0.387597945,0.065567379,0
3.126343,-0.87254,3.058634,0.143351,0.998518,0.603856,2.27562,1.518496,1.157712,1.410667,1.698915,0.862832,-1.935000405,-1.210443775,0.688643735,-0.115238995,0.92484271,0.30730609,0.003824835,-0.75547468,-0.13253758,-0.070069225,0.05125927,-3.124691,-1.516348,-1.644478,-0.289099,0.765965,-0.017294,-2.866647,-6.269144,-2.783842,-1.409009,-0.935093,-0.965489,7.343878484,1.431953758,0.187240123,0.01676943,0.86641881,0.100539477,0.778906984,0.408601613,0.183686956,0.043295878,0.078493577,0.032295013,1.869369136,0.153608009,0.939692276,0.115875558,0.055290979,0.143695521,1.234659368,1.482419525,0.803636343,0.328632205,0.450124261,-0.015295196,1.851852292,0.701042317,0.388103655,-0.992957998,-0.421657173,-0.257118437,-1.475572845,-0.985125929,-0.077693418,0
-0.058464,-0.97283,2.141083,-0.022092,0.966822,0.125894,2.810986,4.541276,3.816008,1.503339,2.997441,1.582411,-1.027470235,-1.12936709,1.197215275,-0.31249597,0.90057322,-0.149089945,0.20136355,0.04936557,0.034503075,0.056494315,0.09635535,-1.811861,-1.312482,0.466163,-0.558454,0.826482,-0.443967,-3.263565,-3.871842,-3.623962,-1.157115,-1.486104,-1.320209,1.357894752,1.318176098,0.966038872,0.104177857,0.831732145,0.018120734,1.116866273,0.80727834,1.344613252,0.226112366,0.241024483,0.099819031,0.618437855,0.089214019,0.582373552,0.183497425,0.038657114,0.185109424,1.42661551,1.53236941,1.714262576,0.567606275,0.879850865,0.137933657,0.270176535,0.336020695,0.147470676,-0.37121876,-0.104692224,-0.406470437,-0.040741571,0.106959851,-0.071337193,4
3.128444,-1.205939,3.134514,0.038146,0.99988,0.111283,4.026001,3.632623,1.540882,0.897309,4.53073,1.746308,-0.28679841,-1.397489455,-0.6242995,-0.028534325,0.980499785,-0.140295765,-0.011915735,0.01171418,-0.01794707,-0.042133985,0.04341746,-3.102892,-1.555276,-2.915662,-0.113618,0.934175,-0.356766,-3.682353,-4.084927,-1.921403,-0.792438,-1.841123,-0.964095,0.079995469,1.894032283,1.919732529,0.000699798,0.962621029,0.033478572,2.204704273,0.805269418,0.2144699,0.037477904,0.60910731,0.023220169,1.297817263,0.096082428,1.503895954,0.03413757,0.016605032,0.129475992,1.751040516,1.312553563,0.622734843,0.294287245,1.147656727,-0.071881656,0.265785044,1.346623556,-0.376255839,-0.494441621,0.459101152,-0.232248986,-0.360076625,0.10298348,-0.245771477,2
0.106784,-0.121957,-0.164028,0.105758,0.124254,-0.986603,0.0072,0.02126,0.005058,0.000935,0.008675,0.00275,0.105629955,-0.123159195,-0.164409765,0.104634915,0.12284801,-0.98689354,-0.000373635,0.00029999,-0.00030916,-0.00491791,0.00284576,0.10443,-0.124576,-0.164904,0.103457,0.121654,-0.987154,-0.009793,-0.014929,-0.005649,-0.012133,-0.001814,-0.009445,0.011147031,0.015148317,0.027014867,0.010939382,0.015071859,0.9739874,3.92E-06,1.01E-05,1.66E-06,2.43E-05,7.63E-06,2.31E-05,0.000673598,0.000702383,0.000227732,0.000657915,0.00069702,0.000146545,0.002857322,0.005180441,0.001849037,0.001950651,0.001765534,-0.356486417,-0.059773406,-0.473361554,-0.070030785,0.356261606,0.350152795,-0.136800993,0.405547291,-0.178377452,-0.322650185,5
2.939167,-1.140333,3.107273,0.262715,0.999871,0.144098,3.879833,2.688474,2.671734,1.299431,2.974549,1.092017,0.06368246,-1.36568991,-1.28262555,0.015341635,0.973983345,-0.14368356,-0.00802666,0.064021605,0.01651918,0.01663646,0.025261255,-3.044667,-1.554759,-3.129462,-0.163518,0.908772,-0.406749,-4.098762,-2.317445,-3.431595,-0.975246,-1.521646,-1.034233,0.281315969,1.910588805,4.613143475,0.006272292,0.96486614,0.018039857,2.061885198,0.540185698,0.520717135,0.032759202,0.518962766,0.100941456,1.044811192,0.10211864,1.666854231,0.105303268,0.023245111,0.137825348,1.841203271,1.058579504,1.085488185,0.370425524,0.969952973,0.395923181,-0.020475269,1.574475781,0.502148497,-0.995568036,-0.057605874,0.259046855,0.011426865,-0.411695359,0.023439716,2
0.68513,-1.476668,0.871633,0.051872,0.998035,-0.056757,0.054543,0.219908,0.044764,0.020275,0.014628,0.019438,0.503131355,-1.488723635,0.66646244,0.03946504,0.99660682,-0.07105595,0.00176401,-0.01226107,0.008327765,-0.006523675,0.00558682,0.332317,-1.508096,0.427984,0.023318,0.995573,-0.08189,-0.042343,-0.201824,-0.033036,-0.026757,-0.003212,-0.014223,0.255134686,2.218014523,0.503521737,0.002044604,0.993373016,0.005029365,0.000154815,0.003431207,9.27E-05,8.68E-05,3.37E-05,3.57E-05,0.121551876,0.00739677,0.143002583,0.01006953,0.000596483,0.006850154,0.019911953,0.086907789,0.014554253,0.009235098,0.003409204,-0.396461104,0.061293177,-0.255613607,-0.427093408,0.219219782,0.048413525,0.449420369,0.037301123,-0.102994578,0.447537543,1
-0.195132,-1.057783,1.174363,-0.079933,0.99057,0.246686,3.134687,3.827855,1.697105,0.489709,2.107864,1.343932,-1.03310934,-1.22800209,-0.00482719,-0.175431115,0.9368288,-0.15150438,0.1822195,-0.07798371,0.22040255,-0.028276625,0.07775316,-2.310617,-1.433359,-1.578444,-0.336055,0.871269,-0.479753,-3.52657,-2.995067,-1.435859,-0.571903,-0.975032,-1.193245,0.494089608,1.449149457,1.000320129,0.018402999,0.871251188,0.056192001,2.228645302,0.642589215,0.366061394,0.027704783,0.096007729,0.104469148,0.806760625,0.10306631,1.000075201,0.079822187,0.033056643,0.247961733,1.782754698,1.343375652,0.77041477,0.230129656,0.507092982,-0.374202368,-0.425300431,-0.315802005,-0.765062081,-0.091853574,0.255773029,0.017089198,0.172923502,0.174169284,-0.120164901,4
-2.517332,-0.223257,-0.66773,-0.565774,0.225583,0.793277,0.020766,0.019045,0.010691,0.013655,0.01477,0.001446,-2.519713065,-0.22588095,-0.67275064,-0.567764265,0.223964895,0.79213657,0.001672175,-0.000695325,-0.00178149,-0.000395215,0.005044975,-2.522055,-0.227541,-0.678055,-0.569568,0.221407,0.790671,-0.023444,-0.038654,-0.022371,-0.010845,-0.002474,-0.018089,6.34803646,0.05117662,0.453941087,0.322422959,0.050309369,0.627345579,1.02E-05,8.09E-06,1.37E-05,6.59E-06,2.57E-05,6.55E-05,0.000929339,0.001124226,0.00295413,0.000789113,0.001095748,0.000510579,0.006438261,0.007802667,0.005500047,0.004403001,0.002880925,0.688277469,-0.035101542,0.480617192,-0.037732573,-0.688581903,-0.070525181,-0.364509462,-1.399405417,-0.581707947,0.501514681,5
-2.372872,-1.225496,-2.825508,-0.214308,0.947547,0.259587,0.095604,0.111615,0.025221,0.021198,0.030864,0.006499,-2.40906651,-1.23789671,-2.8521168,-0.218441465,0.945091365,0.24294674,0.003930965,0.009445285,0.001702885,-0.001220675,0.010880385,-2.446891,-1.245471,-2.872437,-0.223078,0.940974,0.229738,-0.058805,-0.111908,-0.019045,-0.025705,-0.011629,-0.06553,5.792503325,1.533497104,8.147519437,0.047626079,0.893489056,0.058968839,0.000184711,0.000267928,3.65E-05,2.74E-05,0.000121694,0.000815621,0.018873481,0.003970577,0.012179774,0.002648817,0.001302795,0.006721578,0.026117793,0.034444196,0.009837872,0.008601639,0.00614871,0.710404004,-0.163876671,0.504782399,-0.051769571,-0.742764732,0.408128121,0.444335164,0.429058544,0.404455452,-0.61657777,1
0.167237,-0.92533,3.118343,0.062651,0.999775,0.164292,3.294331,4.1747,2.013569,0.529631,1.91492,1.340519,-0.599589705,-1.204037115,-0.596079085,-0.061384635,0.91797971,-0.282119175,0.086562545,0.065312125,0.19508317,-0.071713205,0.13277749,-2.53616,-1.549605,-3.061944,-0.229742,0.798819,-0.599419,-3.952433,-3.423923,-1.656599,-0.682892,-1.191503,-1.111302,0.012562762,1.509665601,1.803128296,0.002303906,0.887455376,0.109697572,2.722940647,0.951200863,0.436315253,0.047879623,0.117627748,0.156468285,0.883366146,0.183049759,1.664661852,0.071386135,0.065241936,0.254895185,1.86153542,1.550918804,0.873352614,0.272073211,0.56784721,-0.0605104,-1.175967665,1.193567615,-0.691129543,-0.301328536,0.43373395,-0.01880666,0.020942477,0.262295557,0.10220096,4
3.138581,-0.928975,2.22046,0.178865,0.999572,0.197407,3.842204,2.972499,1.534661,1.351587,2.378238,1.270511,0.281735405,-1.26104115,-0.10759132,0.075769325,0.93733284,-0.22670224,-0.144833005,0.045532115,0.031726285,-0.09110908,0.089685,-3.138174,-1.54155,-1.009081,-0.050714,0.801007,-0.586418,-2.99095,-2.996127,-2.031165,-1.238623,-0.642951,-1.180853,0.114592722,1.529293416,0.555213654,0.006989052,0.892410826,0.099699645,1.642257971,0.559877893,0.274827599,0.08644291,0.089408036,0.166541397,1.405561335,0.179002764,1.062749911,0.053932583,0.057424318,0.241629279,1.716336417,1.282987622,0.733256322,0.384623915,0.476893783,0.131968452,-0.710332143,1.261276702,-0.395781278,-0.706316768,0.37057206,0.51684103,-0.354289056,-0.200970465,0.050311551,4
3.114908,-0.847094,2.756992,0.112419,0.999894,0.079572,4.132154,3.948822,1.330963,0.720418,2.110422,1.406912,-0.192498395,-1.16678514,0.551859415,-0.07049064,0.895175355,-0.34857723,0.04521928,-0.093261595,0.16502099,0.045626605,0.131705495,-3.022557,-1.556253,-2.808181,-0.237784,0.74936,-0.646021,-3.690446,-7.060522,-1.328489,-0.476042,-0.954663,-1.199015,0.074969791,1.259673464,0.53065617,0.007903127,0.811982606,0.175683273,3.101549831,0.881109956,0.118785247,0.017171897,0.082835272,0.112475349,0.904685443,0.230527146,0.86172221,0.081518144,0.085995195,0.241827607,1.986532289,1.813454717,0.47242323,0.203811764,0.466000988,-0.20501868,0.540127224,-1.177753197,0.405880429,-0.128877877,0.44680355,0.261342946,-1.122652982,-0.242188131,0.35006117,4
1.8836,-1.134903,1.318243,0.40669,0.945767,0.124214,0.145526,0.1916,0.078527,0.091081,0.031191,0.013299,1.743655595,-1.201247805,1.1359092,0.35287081,0.931874175,0.063120945,-0.02446583,0.00576118,-0.005270785,0.004906545,0.003060325,1.430177,-1.239946,0.794835,0.321734,0.906493,-0.048786,-0.240125,-0.289775,-0.16072,-0.054574,-0.026628,-0.044934,3.038659167,1.463153072,1.248548691,0.119357467,0.875118196,0.003185907,0.004274398,0.000738447,0.000779727,6.14E-05,3.81E-05,0.000114459,0.115371806,0.03649766,0.132364993,0.030281988,0.013509084,0.044583633,0.101259956,0.073963993,0.051762868,0.022237369,0.009985605,0.526687438,-1.00904946,-0.628257357,0.473088355,-0.605595212,-0.659377511,-0.572718518,-1.500877856,-0.593997026,1.354084108,1
1.115023,-0.848504,0.794799,0.390164,0.993895,-0.063785,2.201152,2.544937,2.087516,1.116532,2.315394,0.985801,0.7303881,-1.138370105,0.444906505,0.25445392,0.88911147,-0.31825726,-0.00248562,-0.050218445,0.19540061,0.044453525,0.09207854,0.487174,-1.460243,0.144495,0.07997,0.750292,-0.572772,-2.986102,-2.603883,-2.318614,-0.905767,-0.791988,-0.72489,0.488200603,1.190272675,0.19547461,0.080214153,0.78691773,0.12230592,0.551216305,0.992772575,0.735624536,0.021617759,0.097576961,0.060503573,0.152083031,0.204072214,0.160076502,0.093516662,0.081629985,0.168073712,1.208260407,1.258337618,1.019386651,0.308920461,0.541044786,-0.216626764,0.784798743,0.083679897,-0.398166308,-0.08940684,0.176626794,-0.142494496,-0.272575174,-0.419745361,0.123210645,4
0.63531,-0.428348,0.605025,0.538795,0.419303,-0.730721,0.009807,0.012187,0.008949,0.006749,0.006119,-0.002668,0.631954055,-0.42999141,0.604726895,0.536946715,0.416862625,-0.73342319,0.000696435,-0.001237005,0.000440275,0.00247701,0.00127578,0.630103,-0.432678,0.604435,0.535814,0.415369,-0.734752,-0.008336,-0.015517,-0.006099,-0.001223,-0.002432,-0.011245,0.398552316,0.184550575,0.365664509,0.287916487,0.173473083,0.538579121,5.93E-06,1.10E-05,3.10E-06,5.93E-06,1.79E-06,4.65E-05,0.001614251,0.001326171,0.000157896,0.00086811,0.001205242,0.001305553,0.003605934,0.005286668,0.00296594,0.001557131,0.001637233,-0.642247849,0.826185996,-0.056856926,0.823464669,0.641559448,0.792216053,0.062839172,-0.023420065,0.106687331,0.193769276,5
2.282844,-0.612177,3.121977,0.440975,0.968858,0.210961,4.223242,4.502432,1.728917,0.645877,2.464006,0.969404,1.15136848,-1.087551735,0.49378814,0.26238703,0.8683746,-0.220006335,0.08375162,0.39721376,-0.10612925,-0.019626375,0.05340258,0.041113,-1.320576,-3.122939,0.033637,0.57465,-0.817706,-2.21823,-3.530379,-1.412427,-0.983983,-1.153117,-0.904682,1.102684752,1.328950954,6.308596188,0.076766678,0.835203398,0.04359062,1.790330543,1.117617662,0.132653469,0.020287431,0.042793297,0.049065571,0.739116821,0.201383433,2.498911156,0.084779265,0.109574569,0.331839293,1.647142119,1.744968433,0.550663593,0.250481439,0.389716381,0.954015307,0.089628777,-0.259753836,-0.981960282,-1.313742357,-0.312834434,0.694791817,0.050160201,0.739611961,-0.457311353,3
