883,3
884,3
885,3
886,3
887,3
888,6
889,2
890,3
891,3
892,3
893,6
894,6
895,3
896,5
897,3
898,3
899,3
900,3
901,3
902,3
903,3
904,3
905,3
906,3
907,5
908,3
909,6
910,6
911,6
912,3
913,6
914,3
915,6
916,6
917,5
918,6
919,5
920,6
921,3
922,6
923,6
924,5
925,5
926,3
927,3
928,3
929,6
930,3
931,6
932,3
933,6
934,6
935,3
936,4
937,3
938,1
939,3
940,6
941,6
942,4
943,3
944,6
945,3
946,6
947,6
948,2
949,3
950,6
951,6
952,6
953,3
954,3
955,3
956,4
957,6
958,3
959,6
960,6
961,6
962,6
963,2
964,3
965,6
966,6
967,3
968,6
969,3
970,2
971,1
972,3
973,3
974,3
975,3
976,3
977,3
978,6
979,6
980,6
981,6
982,5
983,5
984,3
985,3
986,6
987,5
988,6
989,3
990,2
991,5
992,6
993,5
994,3
995,2
996,6
997,6
998,6
999,2
1000,6
1001,3
1002,3
1003,6
1004,5
1005,3
1006,6
1007,3
1008,3
1009,3
1010,3
1011,6
1012,6
1013,3
1014,3
1015,3
1016,3
1017,2
1018,3
1019,3
1020,3
1021,5
1022,3
1023,6
1024,3
1025,3
1026,3
1027,6
1028,6
1029,3
1030,3
1031,6
1032,5
1033,6
1034,6
1035,3
1036,6
1037,3
1038,3
1039,3
1040,3
1041,4
1042,6
1043,5
1044,5
1045,3
1046,3
1047,4
1048,6
1049,6
1050,3
1051,3
1052,3
1053,3
1054,2
1055,5
1056,5
1057,4
1058,6
1059,6
1060,2
1061,6
1062,6
1063,3
1064,6
1065,3
1066,3
1067,6
1068,3
1069,6
1070,5
1071,6
1072,5
1073,3
1074,3
1075,3
1076,3
1077,6
1078,5
1079,6
1080,3
1081,3
1082,5
1083,6
1084,5
1085,3
1086,5
1087,4
1088,3
1089,4
1090,3
1091,5
1092,5
1093,3
1094,3
1095,5
1096,3
1097,3
1098,3
1099,6
1100,6
1101,6
1102,2
1103,3
1104,6
1105,3
1106,3
1107,3
1108,3
1109,3
1110,3
1111,6
1112,3
1113,6
1114,2
1115,6
1116,3
1117,6
1118,6
1119,3
1120,6
1121,3
1122,2
1123,3
1124,6
1125,6
1126,4
1127,3
1128,3
1129,3
1130,6
1131,3
1132,3
1133,5
1134,5
1135,3
1136,6
1137,3
1138,6
1139,6
1140,6
1141,3
1142,6
1143,2
1144,3
1145,3
1146,3
1147,5
1148,3
1149,3
1150,5
1151,3
1152,6
1153,3
1154,6
1155,2
1156,5
1157,6
1158,3
1159,2
1160,6
1161,3
1162,5
1163,6
1164,5
1165,2
1166,3
1167,6
1168,6
1169,6
1170,2
1171,3
1172,3
1173,6
1174,3
1175,6
1176,6
1177,6
1178,3
1179,5
1180,3
1181,3
1182,5
1183,5
1184,3
1185,3
1186,3
1187,6
1188,3
1189,3
1190,3
1191,3
1192,3
1193,5
1194,2
1195,3
1196,2
1197,3
1198,3
1199,2
1200,3
1201,6
1202,3
1203,3
1204,3
1205,3
1206,3
1207,3
1208,4
1209,5
1210,3
1211,6
1212,6
1213,5
1214,2
1215,5
1216,3
1217,2
1218,3
1219,5
1220,3
1221,3
1222,3
1223,6
1224,1
1225,6
1226,4
1227,2
1228,6
1229,2
1230,3
1231,6
1232,3
1233,3
1234,6
1235,4
1236,2
1237,3
1238,5
1239,3
1240,6
1241,4
1242,6
1243,3
1244,3
1245,6
1246,3
1247,3
1248,5
1249,6
1250,3
1251,4
1252,3
1253,3
1254,3
1255,6
1256,3
1257,3
1258,3
1259,6
1260,6
1261,3
1262,6
1263,3
1264,6
1265,5
1266,6
1267,6
1268,2
1269,6
1270,6
1271,6
1272,5
1273,5
1274,1
1275,6
1276,3
1277,6
1278,3
1279,3
1280,3
1281,3
1282,3
1283,3
1284,5
1285,3
1286,6
1287,3
1288,4
1289,3
1290,3
1291,3
1292,3
1293,3
1294,3
1295,6
1296,2
1297,3
1298,2
1299,5
1300,6
1301,3
1302,6
1303,2
1304,5
1305,6
1306,5
1307,5
1308,3
1309,6
1310,3
1311,6
1312,6
1313,3
1314,6
1315,6
1316,3
1317,6
1318,6
1319,3
1320,6
1321,2
1322,6
1323,4
1324,4
1325,2
1326,6
1327,6
1328,3
1329,2
1330,3
1331,3
1332,3
1333,2
1334,2
1335,6
1336,3
1337,3
1338,6
1339,6
1340,6
1341,3
1342,6
1343,5
1344,6
1345,3
1346,6
1347,3
1348,4
1349,6
1350,3
1351,1
1352,5
1353,5
1354,2
1355,6
1356,5
1357,6
1358,3
1359,5
1360,6
1361,6
1362,5
1363,3
1364,3
1365,6
1366,6
1367,6
1368,3
1369,3
1370,3
1371,6
1372,6
1373,3
1374,6
1375,6
1376,3
1377,1
